,index,LONGITUDE,LATITUDE
2979,1030,-7363.996100001037,4864764.880800001
4029,1031,-7363.986104570329,4864850.150565036
16576,1032,-7661.735899999738,4864938.303900003
15076,1033,-7449.083129256964,4864874.628452435
2091,1034,-7311.919399999082,4864808.963799998
14164,1035,-7323.891800001264,4864818.059199996
3065,1036,-7390.095800001174,4864781.450599998
19785,1037,-7395.213199999183,4864786.255199999
5790,1038,-7422.2157000005245,4864895.554799996
11233,1039,-7638.807999998331,4864907.044100001
16227,1040,-7618.763300001621,4864975.433799997
9926,1041,-7635.040800001472,4864986.063900001
19904,1042,-7513.10449071601,4864943.869619727
11736,1043,-7371.374951340258,4864761.285093159
16361,1044,-7603.192400000989,4864981.479000002
8940,1045,-7641.771899998188,4864922.445900001
8733,1046,-7353.723400000483,4864834.1625000015
8805,1047,-7559.442699998617,4864887.620300002
4103,1048,-7425.661100000143,4864873.132700004
1236,1049,-7404.705499999225,4864787.466200002
2900,1050,-7341.214999999851,4864756.341499999
7034,1051,-7425.643800001591,4864873.167099997
15083,1052,-7435.137299999595,4864861.710100003
14,1053,-7562.186200000346,4864866.785099998
11994,1054,-7363.159000001848,4864768.471699998
16992,1055,-7689.513399999589,4864928.736100003
2929,1056,-7311.919399999082,4864808.963799998
13322,1057,-7380.934599999338,4864847.235600002
8816,1058,-7390.620600000024,4864836.055799998
5550,1059,-7432.44810000062,4864883.152999997
16581,1060,-7641.771899998188,4864922.445900001
8554,1061,-7634.477000001818,4864984.097499996
19364,1062,-7478.544700000435,4864887.150899999
18418,1063,-7635.6803999990225,4864966.449299999
12066,1064,-7366.449900001287,4864770.297300004
16360,1065,-7603.565099999309,4864979.790100001
2858,1066,-7413.955299999565,4864787.794299997
5849,1067,-7359.297899998724,4864837.255099997
16602,1068,-7638.067699998617,4865000.620200001
5,1069,-7533.89620000124,4864939.258299999
15779,1070,-7637.175999999046,4864901.254699998
17786,1071,-7683.855900000781,4864930.357900001
19233,1072,-7320.078899998218,4864794.327799998
4992,1073,-7536.584399998188,4864918.1096
5449,1074,-7460.767900001258,4864810.030100003
17277,1075,-7643.117800001055,4864947.830799997
13423,1076,-7325.23409999907,4864818.356799997
14270,1077,-7516.413621235639,4864937.650390036
13393,1078,-7363.282299999148,4864844.0207
17925,1079,-7674.972300000489,4864934.486199997
3365,1080,-7324.080699998885,4864817.717
8180,1081,-7675.371700000018,4864932.7897000015
1938,1082,-7372.802999999374,4864849.302699998
14288,1083,-7549.37943457067,4864878.413713895
7779,1084,-7639.690999999642,4864914.912799999
8797,1085,-7560.377608112991,4864859.336898372
4873,1086,-7342.435300000012,4864756.9575999975
3880,1087,-7439.624499998987,4864864.1263
5049,1088,-7536.409200001508,4864934.618299998
15268,1089,-7410.692299999297,4864890.038199998
11503,1090,-7317.526099998504,4864794.559299998
2884,1091,-7369.632300000638,4864770.097999997
3717,1092,-7429.617124881595,4864899.692378685
15485,1093,-7425.728100001812,4864901.3354
17061,1094,-7636.6660999991,4864991.7337
18754,1095,-7321.8462610282,4864826.773397222
3029,1096,-7359.913360092789,4864833.420775659
9199,1097,-7337.5278999991715,4864825.624499999
13728,1098,-7311.919399999082,4864808.963799998
9254,1099,-7560.377608112991,4864859.336898372
8389,1100,-7316.90680000186,4864818.2918
9397,1101,-7646.244600001723,4864925.928999998
9573,1102,-7650.165600001812,4864937.056900002
5197,1103,-7333.069099999964,4864769.216300003
9184,1104,-7359.148499999195,4864841.7272000015
4708,1105,-7405.681699998677,4864801.905699998
10221,1106,-7312.981300000101,4864798.747699998
568,1107,-7517.9125519655645,4864887.2867276445
7153,1108,-7667.339800000191,4864936.697800003
18802,1109,-7394.577824883163,4864836.924705662
13780,1110,-7510.211205821484,4864949.287095763
16069,1111,-7636.633000001311,4864991.830600001
19783,1112,-7405.654399998486,4864801.9548999965
13864,1113,-7533.837600000203,4864939.373000003
19126,1114,-7304.483600001782,4864820.875299998
4718,1115,-7343.87090529874,4864745.745015971
6508,1116,-7417.558400001377,4864893.060199998
11767,1117,-7404.436200000346,4864808.869900003
14856,1118,-7421.1453999988735,4864865.389200002
2455,1119,-7316.867199998349,4864813.714900002
19427,1120,-7520.675900001079,4864892.411499999
18265,1121,-7605.419300001115,4864979.070799999
19030,1122,-7321.8462610282,4864826.773397222
2525,1123,-7349.546000000089,4864836.399800003
1684,1124,-7377.846599999815,4864852.802199997
11242,1125,-7643.428199999034,4864927.950800002
9937,1126,-7640.289599999785,4865009.164800003
15959,1127,-7622.054600000381,4864976.294200003
4457,1128,-7316.90680000186,4864818.291699998
8690,1129,-7524.514299999922,4864934.194600001
10511,1130,-7689.513399999589,4864928.736100003
14757,1131,-7404.491683006287,4864890.416642644
7678,1132,-7596.648699998856,4864983.354699999
6835,1133,-7321.8462610282,4864826.773397222
13892,1134,-7308.86950000003,4864814.4614999965
15283,1135,-7447.440600000322,4864871.013400003
2613,1136,-7408.338870193809,4864811.529825352
8780,1137,-7528.608068633825,4864959.505251184
9164,1138,-7383.733100000769,4864842.191699997
12144,1139,-7366.095899999142,4864845.581600003
10296,1140,-7680.134599998593,4864931.4921
16545,1141,-7667.351799998432,4864936.670500003
19188,1142,-7377.078269988298,4864842.961438999
3949,1143,-7445.557873841375,4864826.589670561
1575,1144,-7536.621199999005,4864934.225199997
1583,1145,-7491.030633945018,4864865.38593483
1520,1146,-7510.613928113133,4864872.71367608
5735,1147,-7351.266699999571,4864837.354500003
1617,1148,-7562.186200000346,4864866.785099998
491,1149,-7344.968400001526,4864749.575999998
16715,1150,-7683.855900000781,4864930.357900001
13654,1151,-7352.339699998498,4864837.9498
17922,1152,-7667.351799998432,4864936.670500003
4449,1153,-7346.874918319285,4864840.663215242
1330,1154,-7525.818129986525,4864845.298622638
9718,1155,-7559.442699998617,4864887.620300002
11797,1156,-7316.90680000186,4864818.291699998
14358,1157,-7533.837600000203,4864939.373000003
10045,1158,-7667.351799998432,4864936.670500003
3585,1159,-7457.75549999997,4864815.285700001
15228,1160,-7315.743400000036,4864802.071500003
14660,1161,-7317.651000000536,4864794.628600001
18966,1162,-7325.23409999907,4864818.356799997
7711,1163,-7602.096400000155,4864981.792999998
16080,1164,-7592.718600001186,4864984.430299997
405,1165,-7391.35909999907,4864782.1516999975
19862,1166,-7541.2635000012815,4864920.777800001
4126,1167,-7435.377900000662,4864892.818000004
8789,1168,-7541.168800000101,4864920.726800002
13222,1169,-7559.862900000066,4864871.224600002
11381,1170,-7603.154500000179,4864981.489799999
2037,1171,-7405.079300001264,4864791.728799999
1022,1172,-7506.529300000519,4864862.554300003
10715,1173,-7373.052799999714,4864844.886500001
7480,1174,-7571.09319999814,4864871.718699999
266,1175,-7331.747999999672,4864767.318000004
16496,1176,-7616.688900001347,4864976.028099999
15282,1177,-7449.083129256964,4864874.628452435
15221,1178,-7337.716099999845,4864825.2817
3830,1179,-7426.938324466348,4864864.108050242
14877,1180,-7425.661100000143,4864873.132700004
8735,1181,-7366.2424000017345,4864841.108000003
10738,1182,-7639.417199999094,4865001.277099997
9384,1183,-7680.134599998593,4864931.4921
2742,1184,-7352.520300000906,4864833.494800001
4668,1185,-7311.829500000924,4864805.7271
1263,1186,-7390.095800001174,4864781.450599998
16309,1187,-7643.385099999607,4864928.0748
3587,1188,-7460.767900001258,4864810.030100003
13403,1189,-7321.038300000131,4864820.583800003
6166,1190,-7316.835799999535,4864813.697499998
7138,1191,-7641.03009999916,4865006.826700002
4765,1192,-7375.98580000177,4864772.226599999
18945,1193,-7352.520300000906,4864833.494800001
1668,1194,-7356.457600001246,4864764.753700003
11636,1195,-7404.436200000346,4864808.869900003
16323,1196,-7634.50039999932,4864984.319200002
16455,1197,-7648.530400000513,4864942.806100003
11219,1198,-7643.993799999356,4864930.197999999
16304,1199,-7656.635699998587,4864938.026000001
6059,1200,-7329.403700001538,4864820.6699
6660,1201,-7310.764899998903,4864807.6461
6169,1202,-7352.555199999362,4864833.5141
10749,1203,-7645.088700000197,4864948.9595
3836,1204,-7411.32860000059,4864885.4059000015
16092,1205,-7596.20320000127,4864981.900200002
9519,1206,-7661.753100000322,4864938.275399998
4711,1207,-7375.98580000177,4864772.226599999
10437,1208,-7682.559099998325,4864932.3116
12999,1209,-7536.4928999990225,4864918.059600003
11712,1210,-7323.550653945655,4864827.719507538
10522,1211,-7541.225999999791,4864920.757600002
14173,1212,-7352.520300000906,4864833.494800001
16097,1213,-7596.20320000127,4864981.900200002
10514,1214,-7682.084399998188,4864930.865400001
758,1215,-7355.670499999076,4864760.262000002
15003,1216,-7372.802999999374,4864849.302699998
8201,1217,-7635.040800001472,4864986.063900001
15573,1218,-7421.1453999988735,4864865.389200002
5439,1219,-7398.428199999034,4864788.038999997
3595,1220,-7432.44810000062,4864883.152999997
7033,1221,-7424.812344465405,4864862.992156811
9190,1222,-7366.2424000017345,4864841.108000003
10960,1223,-7640.679200001061,4864913.532200001
10255,1224,-7377.078269988298,4864842.961438999
19252,1225,-7388.631314467639,4864843.906318992
14941,1226,-7468.870245195925,4864827.937682956
895,1227,-7516.088799998164,4864889.878200002
19019,1228,-7345.411800000817,4864829.551200002
17453,1229,-7616.688900001347,4864976.028099999
13472,1230,-7578.46197155118,4864869.381579727
1225,1231,-7392.357000000775,4864780.615599997
11809,1232,-7405.654399998486,4864801.9548999965
3336,1233,-7363.986104570329,4864850.150565036
4757,1234,-7536.165800001472,4864897.859200001
16767,1235,-7616.688900001347,4864976.028099999
15286,1236,-7439.624499998987,4864864.1263
10680,1237,-7310.700860090554,4864800.670677118
14658,1238,-7360.497299998999,4864837.920500003
13786,1239,-7541.168800000101,4864920.726800002
4863,1240,-7401.996199999005,4864790.018399999
18146,1241,-7611.129000000656,4864977.622000001
19606,1242,-7408.338870193809,4864811.529825352
17158,1243,-7618.586899999529,4864975.2962
16994,1244,-7683.855900000781,4864930.357900001
4682,1245,-7519.111800000071,4864949.509800002
14818,1246,-7330.786899998784,4864821.437299997
3799,1247,-7373.052799999714,4864844.886500001
2227,1248,-7338.009399998933,4864757.397500001
14903,1249,-7372.802999999374,4864849.302699998
945,1250,-7403.7360000014305,4864789.018399999
1274,1251,-7404.705499999225,4864787.466200002
4467,1252,-7308.779111966491,4864804.134827018
8832,1253,-7363.282299999148,4864844.0207
19116,1254,-7316.835799999535,4864813.697499998
10543,1255,-7377.846599999815,4864852.802199997
6917,1256,-7359.913360092789,4864833.420775659
17247,1257,-7641.329799998552,4864920.629500002
11629,1258,-7367.458799999207,4864841.782799996
18775,1259,-7345.42330000177,4864829.557700001
19720,1260,-7537.321899998933,4864895.775700003
14663,1261,-7313.731119778007,4864792.063410871
13662,1262,-7316.963899999857,4864795.236500002
10745,1263,-7632.238800000399,4864988.249200001
6907,1264,-7351.981125298887,4864843.493344098
18908,1265,-7364.838899999857,4864844.884199999
2788,1266,-7362.52650000155,4864764.065700002
4904,1267,-7559.524500001222,4864887.665399998
1180,1268,-7403.7360000014305,4864789.018399999
8593,1269,-7644.034899998456,4864930.066799998
5948,1270,-7333.183200001717,4864822.766999997
14997,1271,-7390.734700001776,4864835.035099998
3496,1272,-7315.743400000036,4864802.071500003
6533,1273,-7365.719614882022,4864851.11348962
1459,1274,-7528.816401548684,4864959.430612221
15121,1275,-7325.23409999907,4864818.356799997
9854,1276,-7639.649500001222,4864915.041199997
8613,1277,-7684.298099998385,4864931.813000001
5717,1278,-7333.069099999964,4864771.151100002
10345,1279,-7645.041900001466,4864948.917999998
11913,1280,-7335.376827798784,4864753.120739415
19878,1281,-7331.463799998164,4864768.513700001
1586,1282,-7496.947206757963,4864853.117668681
1395,1283,-7559.78200000152,4864871.373499997
14066,1284,-7313.065520714968,4864792.170037955
16259,1285,-7644.034899998456,4864930.066799998
3892,1286,-7366.037799999118,4864845.549400002
19052,1287,-7338.25903988257,4864821.407184206
16054,1288,-7641.771899998188,4864922.445900001
18184,1289,-7644.034899998456,4864930.066799998
15400,1290,-7408.714525613934,4864892.911716394
4854,1291,-7559.524500001222,4864887.665399998
17081,1292,-7644.034899998456,4864930.066799998
16032,1293,-7656.762800000608,4864938.025799997
14243,1294,-7345.42330000177,4864829.557700001
4852,1295,-7536.409200001508,4864934.618299998
3302,1296,-7425.728100001812,4864901.3354
10491,1297,-7639.690999999642,4864914.912799999
6356,1298,-7351.266699999571,4864837.354500003
11625,1299,-7360.497299998999,4864837.920500003
3034,1300,-7345.42330000177,4864829.557700001
3906,1301,-7338.25903988257,4864821.407184206
2094,1302,-7395.213199999183,4864786.255099997
4472,1303,-7318.341099999845,4864814.532499999
2182,1304,-7374.347500000149,4864845.604699999
15448,1305,-7469.871500000358,4864864.364799999
4462,1306,-7317.617266863584,4864809.973069936
17728,1307,-7596.20320000127,4864981.900200002
10134,1308,-7316.963899999857,4864795.236500002
8596,1309,-7641.329799998552,4864920.629500002
1829,1310,-7336.2989999987185,4864829.050399996
6069,1311,-7359.297899998724,4864837.255099997
4788,1312,-7322.587600000203,4864821.443499997
8612,1313,-7661.753100000322,4864938.275399998
2245,1314,-7366.2424000017345,4864841.108000003
1484,1315,-7489.177499998361,4864899.944899999
15991,1316,-7632.033700000495,4864987.610399999
7620,1317,-7641.28579999879,4864920.750600003
15834,1318,-7603.192400000989,4864981.479000002
3650,1319,-7352.520300000906,4864833.494800001
4932,1320,-7304.483600001782,4864820.875299998
11039,1321,-7329.376800000668,4864825.210199997
19504,1322,-7524.86381759122,4864950.191375457
12590,1323,-7506.559300001711,4864862.569799997
3834,1324,-7404.491683006287,4864890.416642644
14932,1325,-7474.670000001788,4864865.918799996
7412,1326,-7373.052799999714,4864844.886500001
13469,1327,-7536.565799999982,4864934.328000002
5965,1328,-7359.297899998724,4864837.255099997
17161,1329,-7611.056499999016,4864981.801700003
4918,1330,-7369.223544884473,4864761.381877743
11641,1331,-7396.255971133709,4864776.28465306
11838,1332,-7311.919399999082,4864808.963799998
16409,1333,-7675.406700000167,4864932.779600002
13538,1334,-7568.939100001007,4864876.265799999
13725,1335,-7308.86950000003,4864814.4614999965
468,1336,-7489.177499998361,4864899.944899999
27,1337,-7482.456176027656,4864901.429579936
9623,1338,-7386.70956633985,4864847.370468892
8314,1339,-7527.402600001544,4864929.238300003
4150,1340,-7432.44810000062,4864883.152999997
805,1341,-7506.529300000519,4864862.554300003
17036,1342,-7637.84259999916,4865000.627700001
8470,1343,-7667.339800000191,4864936.697800003
15923,1344,-7618.763300001621,4864975.433799997
19592,1345,-7533.671000000089,4864939.661899999
16100,1346,-7594.264100000262,4864982.456100002
19225,1347,-7353.466112487018,4864840.961771078
1143,1348,-7404.705499999225,4864787.466200002
9417,1349,-7646.206399999559,4864932.4318
2737,1350,-7359.913360092789,4864833.420775659
13678,1351,-7331.918400000781,4864822.512199998
6067,1352,-7351.266699999571,4864837.354500003
10374,1353,-7587.102299999446,4864986.090999998
8494,1354,-7653.343301445246,4864920.963251494
9827,1355,-7639.417199999094,4865001.277099997
16690,1356,-7641.812399998307,4864922.313900001
8856,1357,-7311.216361027211,4864796.460957848
16047,1358,-7656.635699998587,4864938.026000001
3745,1359,-7383.670200001448,4864842.180799998
83,1360,-7366.751436967403,4864837.214649305
11995,1361,-7362.783199999481,4864764.929499999
925,1362,-7331.400499999523,4864768.478600003
18181,1363,-7643.428199999034,4864927.950800002
13030,1364,-7372.802999999374,4864849.302699998
15550,1365,-7480.428210925311,4864867.091147952
9485,1366,-7616.688900001347,4864976.028099999
18273,1367,-7611.129000000656,4864977.622000001
16424,1368,-7639.690999999642,4864914.912799999
2536,1369,-7316.4574000015855,4864800.7843
15671,1370,-7445.557873841375,4864826.589670561
7836,1371,-7359.148499999195,4864841.7272000015
12023,1372,-7323.550653945655,4864827.719507538
17846,1373,-7602.096400000155,4864981.792999998
15957,1374,-7632.1528999991715,4864981.863899998
10817,1375,-7640.98050000146,4865006.785599999
2798,1376,-7347.108300000429,4864748.045599997
10819,1377,-7642.445999998599,4865016.687799998
7715,1378,-7648.530400000513,4864942.806100003
17326,1379,-7596.648699998856,4864983.354699999
5517,1380,-7333.183200001717,4864822.766999997
15734,1381,-7353.723400000483,4864834.1625000015
16922,1382,-7642.445999998599,4865016.687799998
15928,1383,-7603.565099999309,4864979.790100001
2324,1384,-7377.846599999815,4864852.802199997
14221,1385,-7311.919399999082,4864808.963799998
10918,1386,-7596.20320000127,4864981.900200002
4866,1387,-7411.353135820478,4864802.929530874
11948,1388,-7408.565699998289,4864796.707199998
7051,1389,-7435.1799000017345,4864861.733400002
6130,1390,-7425.661100000143,4864873.132700004
15308,1391,-7390.620600000024,4864836.055799998
9627,1392,-7377.096400000155,4864854.1538999975
3733,1393,-7427.111388426274,4864903.13028191
8227,1394,-7638.807999998331,4864907.044100001
9884,1395,-7682.559099998325,4864932.3116
10178,1396,-7568.053527798504,4864892.154664099
13374,1397,-7555.236299999058,4864885.3138
10116,1398,-7323.891800001264,4864818.059199996
11113,1399,-7382.916102800518,4864854.208545767
9409,1400,-7637.556499999016,4864907.466200002
9378,1401,-7650.165600001812,4864937.056900002
17478,1402,-7644.034899998456,4864930.066799998
13432,1403,-7345.42330000177,4864829.557700001
10231,1404,-7318.341099999845,4864814.532499999
4505,1405,-7468.870245195925,4864827.937682956
3983,1406,-7435.990200001746,4864891.204000004
19181,1407,-7370.127824570984,4864839.087595038
7360,1408,-7667.351799998432,4864936.670500003
14605,1409,-7377.078269988298,4864842.961438999
18074,1410,-7641.812399998307,4864922.313900001
8208,1411,-7640.98050000146,4865006.785599999
18377,1412,-7682.084399998188,4864930.865400001
16524,1413,-7633.469399999827,4864965.338399999
6808,1414,-7370.127824570984,4864839.087595038
19072,1415,-7316.4574000015855,4864800.7843
13392,1416,-7363.282299999148,4864844.0207
7848,1417,-7338.663300000131,4864826.254299998
875,1418,-7536.5982000008225,4864918.117200002
14587,1419,-7366.2424000017345,4864841.108000003
14507,1420,-7383.670200001448,4864842.180799998
5560,1421,-7458.26419999823,4864852.0842999965
12133,1422,-7359.331099998206,4864837.273500003
16712,1423,-7682.559099998325,4864932.3116
3023,1424,-7321.037900000811,4864820.583700001
8309,1425,-7312.662200000137,4864807.624899998
14724,1426,-7360.497299998999,4864837.920500003
16344,1427,-7616.688900001347,4864976.028099999
13649,1428,-7366.095899999142,4864845.581600003
7591,1429,-7637.225699998438,4864993.806299999
1047,1430,-7413.154800001532,4864789.236699998
12219,1431,-7367.458799999207,4864841.782799996
12942,1432,-7321.038300000131,4864820.583800003
12956,1433,-7315.743400000036,4864802.071500003
8518,1434,-7645.041900001466,4864948.917999998
4356,1435,-7474.5538000017405,4864866.856399998
19643,1436,-7527.402600001544,4864929.238300003
794,1437,-7501.221900001168,4864863.072899997
3748,1438,-7376.317116655409,4864861.7561028525
10119,1439,-7321.0276931114495,4864812.07116285
9792,1440,-7352.520300000906,4864833.494800001
2802,1441,-7340.524599999189,4864757.585900001
10169,1442,-7571.09319999814,4864871.718699999
11731,1443,-7366.449900001287,4864770.297300004
10574,1444,-7324.486511655152,4864813.990040243
6262,1445,-7360.539299998432,4864837.943800002
18664,1446,-7316.881400000304,4864818.277500004
2194,1447,-7338.663300000131,4864826.254299998
7281,1448,-7637.002300001681,4864905.532300003
3044,1449,-7318.341099999845,4864814.532499999
13914,1450,-7345.42330000177,4864829.557700001
1043,1451,-7408.288427382708,4864803.464716807
17361,1452,-7636.080099999905,4864897.526100002
16742,1453,-7636.667899999767,4864991.739799999
8165,1454,-7640.679200001061,4864913.532200001
7939,1455,-7372.802900001407,4864849.3028
15298,1456,-7432.44810000062,4864883.152999997
4281,1457,-7414.916941028088,4864881.27501066
3838,1458,-7410.026599999517,4864887.749600001
1880,1459,-7366.095899999142,4864845.581600003
5963,1460,-7367.409899998456,4864841.755599998
16262,1461,-7641.812399998307,4864922.313900001
5028,1462,-7320.078899998218,4864794.327799998
12166,1463,-7502.8467999994755,4864860.1862
1775,1464,-7316.680700000375,4864814.058700003
19607,1465,-7408.565699998289,4864796.707199998
17014,1466,-7604.017799999565,4864981.242399998
17334,1467,-7640.98050000146,4865006.785599999
6681,1468,-7466.963700000197,4864820.413199998
17048,1469,-7609.25039999932,4864978.160700001
17251,1470,-7639.180100001395,4864913.130099997
7683,1471,-7628.134500000626,4864977.021200001
17687,1472,-7639.136199999601,4864913.2513
18133,1473,-7640.98050000146,4865006.785599999
13385,1474,-7523.494399998337,4864951.885300003
13460,1475,-7524.514299999922,4864934.194600001
16219,1476,-7640.289599999785,4865009.164800003
5968,1477,-7333.069099999964,4864769.216300003
199,1478,-7376.401000000536,4864773.852899998
4400,1479,-7431.146403320134,4864886.352100246
16956,1480,-7656.559099998325,4864938.028999999
554,1481,-7564.196299999952,4864887.1932
14495,1482,-7353.723400000483,4864834.1625000015
345,1483,-7521.867186445743,4864889.477093995
17964,1484,-7636.960200000554,4864905.659699999
13249,1485,-7323.883299998939,4864822.1624
4179,1486,-7336.2989999987185,4864829.050399996
2236,1487,-7377.096400000155,4864854.1538999975
8205,1488,-7636.6660999991,4864991.7337
16607,1489,-7618.586899999529,4864975.2962
2154,1490,-7311.919399999082,4864808.963799998
16464,1491,-7594.264100000262,4864982.456100002
5342,1492,-7411.625444985926,4864887.55739639
14983,1493,-7414.916941028088,4864881.27501066
9206,1494,-7318.160399999469,4864814.879600003
3695,1495,-7411.32860000059,4864885.4059000015
18575,1496,-7356.451670821756,4864831.50025785
831,1497,-7411.2507000006735,4864792.7678999975
8476,1498,-7684.28240000084,4864931.8413999975
15618,1499,-7379.799400001764,4864849.157899998
11781,1500,-7339.191616758704,4864755.2508204505
11308,1501,-7637.84259999916,4865000.627700001
15252,1502,-7468.870245195925,4864827.937682956
2453,1503,-7318.341099999845,4864814.532499999
8734,1504,-7359.331099998206,4864837.273500003
12092,1505,-7496.014100000262,4864901.8967999965
5918,1506,-7435.067499998957,4864878.1545
360,1507,-7502.826900001615,4864860.174599998
5010,1508,-7568.72309999913,4864876.6818
16183,1509,-7684.298099998385,4864931.813000001
16616,1510,-7611.129000000656,4864977.622000001
13400,1511,-7323.883299998939,4864822.1624
17325,1512,-7594.736999999732,4864983.902400002
10369,1513,-7603.565099999309,4864979.790100001
7945,1514,-7363.282299999148,4864844.0207
19439,1515,-7485.468600001186,4864874.716200002
5085,1516,-7316.881400000304,4864818.277500004
10535,1517,-7394.577824883163,4864836.924705662
13907,1518,-7337.716099999845,4864825.2817
18653,1519,-7352.664768945426,4864829.44932691
17620,1520,-7622.325800001621,4864976.611699998
19079,1521,-7390.620600000024,4864836.055799998
18264,1522,-7622.054600000381,4864976.294200003
17980,1523,-7632.238800000399,4864988.249200001
15386,1524,-7449.083129256964,4864874.628452435
4563,1525,-7435.067499998957,4864878.1545
6183,1526,-7352.664768945426,4864829.44932691
6406,1527,-7460.767900001258,4864810.030100003
7478,1528,-7560.377608112991,4864859.336898372
15604,1529,-7408.714525613934,4864892.911716394
8642,1530,-7617.12480000034,4864979.609499998
16664,1531,-7638.276000000536,4864905.187200002
12087,1532,-7506.559300001711,4864862.569799997
16403,1533,-7682.559099998325,4864932.3116
5136,1534,-7460.767900001258,4864810.030100003
6239,1535,-7435.067499998957,4864878.1545
3110,1536,-7363.282299999148,4864844.0207
6185,1537,-7366.256599999964,4864841.115900002
7272,1538,-7646.286299999803,4864932.3486
3257,1539,-7445.557873841375,4864826.589670561
9514,1540,-7636.622600000352,4864899.4196000025
8280,1541,-7367.458799999207,4864841.782799996
8796,1542,-7560.377608112991,4864859.336898372
1508,1543,-7559.497299998999,4864887.650399998
2872,1544,-7385.372800000012,4864776.740699999
6938,1545,-7435.065400000662,4864861.6708
16639,1546,-7636.679000001401,4864991.778700002
11468,1547,-7370.01060000062,4864847.753600001
4127,1548,-7436.122900001705,4864891.476599999
3441,1549,-7458.381099998951,4864852.149700001
11914,1550,-7349.475600000471,4864760.880199999
6271,1551,-7356.451670821756,4864831.50025785
14828,1552,-7349.546000000089,4864836.399800003
4219,1553,-7313.731119778007,4864792.063410871
5578,1554,-7443.87767707184,4864873.551518895
17915,1555,-7637.002300001681,4864905.532300003
5378,1556,-7422.316300000995,4864895.611699998
15962,1557,-7633.236699998379,4864965.063299999
2734,1558,-7316.4574000015855,4864800.7843
10014,1559,-7636.6660999991,4864991.7337
17028,1560,-7642.445999998599,4865016.687799998
1711,1561,-7309.517499998212,4864813.293499999
9246,1562,-7545.474832799286,4864929.947813578
13101,1563,-7330.668299999088,4864825.926600002
5719,1564,-7333.069099999964,4864769.216300003
4792,1565,-7523.601199999452,4864951.943599999
10575,1566,-7324.486511655152,4864813.990040243
7219,1567,-7618.763300001621,4864975.433799997
2899,1568,-7331.747999999672,4864767.318000004
4038,1569,-7338.857999999076,4864825.9152000025
11182,1570,-7592.733300000429,4864982.706900001
4993,1571,-7526.32009748742,4864919.688647747
9805,1572,-7377.078269988298,4864842.961438999
17884,1573,-7634.477000001818,4864984.097499996
4260,1574,-7435.990200001746,4864891.204000004
18965,1575,-7327.959273736924,4864815.692792743
14531,1576,-7383.670200001448,4864842.180799998
13936,1577,-7568.8610000014305,4864876.416199997
1254,1578,-7406.063099998981,4864788.219300002
19557,1579,-7539.413493216038,4864923.973005973
10078,1580,-7388.263861134648,4864839.578899831
13890,1581,-7311.919399999082,4864808.963799998
8768,1582,-7527.402600001544,4864929.238300003
2122,1583,-7370.01060000062,4864847.753600001
2673,1584,-7397.859799999744,4864783.668200001
12245,1585,-7499.118298217654,4864838.7984716
7917,1586,-7568.053527798504,4864892.154664099
3956,1587,-7457.665500000119,4864823.609999999
1516,1588,-7516.474500000477,4864844.597199999
15900,1589,-7640.679200001061,4864913.532200001
3614,1590,-7372.802999999374,4864849.302699998
791,1591,-7512.604163631797,4864884.949543998
13453,1592,-7536.4928999990225,4864918.059600003
1865,1593,-7404.835700001568,4864808.159000002
337,1594,-7559.497299998999,4864887.650399998
13608,1595,-7390.620600000024,4864836.055799998
8743,1596,-7330.597199998796,4864821.779299997
2344,1597,-7360.497299998999,4864837.920500003
4007,1598,-7408.714525613934,4864892.911716394
15419,1599,-7373.052799999714,4864844.886500001
10647,1600,-7380.866799999028,4864847.233599998
19875,1601,-7363.159000001848,4864768.471699998
16689,1602,-7635.4525999985635,4864966.3134
8294,1603,-7324.486511655152,4864813.990040243
14873,1604,-7451.040966548026,4864871.193009831
9741,1605,-7372.802900001407,4864849.3028
8684,1606,-7674.972300000489,4864934.486199997
9829,1607,-7638.067699998617,4865000.620200001
15218,1608,-7338.857999999076,4864825.9152000025
6289,1609,-7300.818990092725,4864817.599367015
18009,1610,-7603.565099999309,4864979.790100001
14327,1611,-7345.42330000177,4864829.557700001
33,1612,-7511.736699998379,4864841.647200003
1076,1613,-7369.632300000638,4864770.097999997
311,1614,-7368.386100001633,4864769.406199999
18795,1615,-7308.779111966491,4864804.134827018
12773,1616,-7528.608068633825,4864959.505251184
11606,1617,-7324.582886133343,4864813.8198470175
7548,1618,-7324.080699998885,4864817.717
8620,1619,-7661.558200001717,4864934.343599997
5928,1620,-7370.399900000542,4864772.489
14879,1621,-7423.060899998993,4864877.686099999
15880,1622,-7646.206399999559,4864932.4318
239,1623,-7526.710926756263,4864892.801808476
16780,1624,-7636.6660999991,4864991.7337
6392,1625,-7424.812344465405,4864862.992156811
472,1626,-7516.474500000477,4864844.597199999
18269,1627,-7611.056499999016,4864981.801700003
6779,1628,-7457.927200000733,4864831.290899999
5273,1629,-7432.442200001329,4864883.1646
1745,1630,-7383.733100000769,4864842.191699997
7558,1631,-7353.723400000483,4864834.1625000015
13533,1632,-7394.577824883163,4864836.924705662
4259,1633,-7436.122900001705,4864891.476599999
5283,1634,-7435.1799000017345,4864861.733400002
11956,1635,-7349.475600000471,4864760.880199999
1024,1636,-7474.652600001544,4864865.952500001
4721,1637,-7333.069099999964,4864769.216300003
18232,1638,-7661.735899999738,4864938.303900003
